,quote,author,categories
1590,후회하지 않는 삶이란 원하는 모습대로 사는 삶이다,김용삼,"삶, 후회"
1591,한 군데 머물러 있다는 것은 있을 수 없다. 무가 이닌 이상 모든 것은 움직이고 있다.,괴테,"움직임, 활동"
1592,국가의 운명은 청년의 교육에 달려 있다.,아리스토텔레스,"국가, 교육, 청년"
1593,악이란 우리 인간들이 극복해 온 낡은 생활 양식에 되돌아 가자는 것을 두고 말한다.,로렌스,"악(evil), 생활"
1594,인간은 현재가 가장 큰 가치가 있다는 것을 모른다. 막연하게 보다 나은 미래를 꿈꾸거나 헛되히 과거에 집착하고 있다.,괴테,"인간, 현재, 지금, 미래"
1595,인간은 태어나면서부터 허영심이 강하고 타인의 성공을 질투하기 쉬우며 자신의 이윤추구에 대해서는 무한정한 탐욕을 지닌다.,톨스토이,"인간본성, 자기자신"
1596,너의 친구에 대해서 내게 말하라. 그러면 네가 어떤 사람인지 네게 알려주겠다.,사아베드라,친구
1597,그대들은 나에게서 철학을 배우려 하지 말고 철학하는 것을 배워야 한다.,칸트,"철학, 배움"
1598,지금까지 적을 만들어본 적이 없는 사람은 결코 친구를 가질 수 없다.,앨프리드 테니슨,"친구, 적(enemy)"
1599,오늘 할 수 있는 일을 내일로 미루지 마라.,벤자민 프랭클린,"오늘, 행동, 미루기"
1600,"생각하는 방법을 가르쳐야 하며, 생각해 낸 것을 가르쳐서는 안 된다.",굴리트,"생각, 교육, 가르침"
1601,지식에 투자하는 것은 항상 최고의 이자를 지불한다.,벤자민 프랭클린,"지식, 투자"
1602,"교육이란 알지 못하는 바를 알도록 가르치는 것을 의미하는 것이 아니라, 교육은 사람들이 행동하지 않을 때 행동하도록 가르치는 것을 의미한다.",마크 트웨인,"교육, 가르침"
1603,소화하지 못하는 것을 무리하게 가르칠 때는 그 마음과 지혜력을 억제하고 또 그 발달을 방해한다.,스펜서,"교육, 가르침"
1604,함께 우는 것처럼 사람의 마음을 맺어주는 것은 없다.,루소,"울음, 눈물, 인간관계"
1605,재능이 있어도 말할 수 없이 불쾌한 사람이 있는가 하면 또 한편으로 단점이 아무리 많아도 쾌감을 주는 사람도 있다.,라 로시푸코,"사람, 호감"
1606,우정이라는 나무는 빨리 자라지 않는다.,영국 속담,우정
1607,육체가 아름다운 여성에게는 곧 싫증을 느끼게 된다. 마음이 착한 여성에게는 결코 싫증을 느끼지 않는다.,몽테뉴,"육체, 여성, 마음"
1608,세기는 전진한다. 그러나 개개인의 인간은 역시 처음부터 시작하는 것이다.,괴테,"세기, 인간, 개인"
1609,우정이란 이해를 가진 사랑이다.,독일 속담,우정
1610,"결혼을 위한 사랑은 인간을 만들고,우정어린 사랑은 인간을 완성하며, 음탕한 사랑은 인간을 더럽히고 추하게 한다.",프랜시스 베이컨,"사랑, 우정, 결혼"
1611,"이 세상의 아름다운 감정을 모두 합친 것일지라도, 단 하나의 귀중한 행동보다 못하다.",로 얼,"감정, 행동"
1612,모든 일은 안 해서 후회하기보다는 하고서 후회하는 편이 낫다.,작자미상,"실행, 후회"
1613,실패한 일을 후회하는 것보다 해보지도 못하고 후회하는 것이 훨씬 더 바보스럽다.,탈무드,"후회, 시도"
1614,성공을 하려면 남을 떠다밀지 말고 제 힘을 측량해서 무리하지 말고 제 뜻을 한눈 팔지 말고 묵묵히 해나가야 한다. 평범하나마 이것이 성공이 튀어나오는 요술주머니다.,프랭클린,성공
1615,"어리석은 사람은 자기가 현명하다고 생각하지만, 현명한 사람은 자기가 어리석다는 것을 안다.",윌리엄 셰익스피어,"우자(fool), 현자(wise), 자기자신"
1616,"은혜를 감사로써 받는 사람은, 그 빚의 처음 일회분을 갚은 셈이다.",세네카,"은혜, 감사"
1617,무지한 친구처럼 위험한 존재는 없다. 현명한 적이 더 낫다.,장 드 라 퐁텐,"무지, 친구, 적(enemy)"
1618,부모님의 은혜를 모른다면 너의 친구가 되어줄 사람은 아무도 없다.,소크라테스,"부모, 은혜"
1619,"결코 후회하지 말며, 남을 비난하지 말라. 이것이 지혜의 첫 걸음이다.",D. 디으로,지혜
1620,인간은 명예와 지위의 즐거움은 알면서도 이름없고 평범하게 지내는 참다운 즐거움은 알지 못한다.,채근담,"인간, 명예, 즐거움"
1621,인간이여 사랑하고 믿고 일하고 싸우고 희망을 가져라. 자신에 대하여나 타인에 대해 절망하지 말라.,아미엘,"인간, 희망"
1622,과거를 후회하지 말라. 후회한다고 해서 무슨 소용이 있겠는가? 거짓은 후회하라고 말하는 반면 진실은 사랑으로 가득 찬 생활을 하라고 말한다. 슬프고 좋지 않은 기억은 모두 잊어 버려라. 과거를 더 이상 담지 말라. 사랑의 빛과 우리들에게 주어진 모든 것들의 빛 안에서 살아가라.,페르시아 격언,"과거, 후회"
1623,우정은 성장이 더딘 식물이다. 그것이 우정이라는 이름을 얻으려면 몇 번의 고통을 이겨내야 한다.,워싱턴,우정
1624,인생의 유일한 가치는 남을 위해서 산 삶의 내용에 있다. 남을 위해서 베풀 수 있는 어떤 가치를 삶에서 제외한다면 나의 삶은 죽음보다도 못한 것이다. 그러므로 큰 고독 속에서도 남에게 봉사한다.,함마슐드,"인생, 봉사"
1625,인생의 목적은 인생의 모든 현상을 사랑하고 나쁜 생활로 하여금 좋은 생활로 접근시켜 참다운 생활을 창조하는 것이다.,톨스토이,"인생, 생활"
1626,우정은 우리가 그 성질에 취해 다른 사람에게서 구별해내고 확고한 의지로 선택한 절대적인 선택 안에서 성립된다.,보나르,우정
1627,변치 않는 우정을 구하는 자는 무덤으로 가라.,러시아 속담,우정
1628,말 수가 적고 친절함은 여성의 가장 좋은 장식이다.,톨스토이,"여성, 친절"
1629,황금은 대개 뜨거운 불 속에서 시험되고 우정은 대개 역경속에서 시험된다.,라 로시푸코,우정
1630,"나이는 시간과 함께 달려가고, 뜻은 세월과 더불어 사라져 간다. 드디어 말라 떨어진 뒤에 궁한 집 속에 슬피 탄식한들 어찌 되돌릴 수 있으랴.",소학,"나이, 인생살이"
1631,"최고의 회개란 과거의 죄를 청산하고, 똑바로 행동하는 것이다.",윌리암 제임스,"회개, 죄(sin)"
1632,인생은 언제나 예의를 지킬 여유가 없을 정도로는 짧지 않다.,에머슨,"인생, 예의"
1633,"남의 사랑을 받기 위해서는 항상 온순 겸손한 태도를 가지고 불쾌한 마음을 일으키는 사람이나 사물에 견디고, 항상 남에게 고통을 주는 태도를 피하는 방법을 배워야 한다.",톨스토이,"처세, 인간관계, 인생살이"
1634,참된 우정이란 앞에서 보나 뒤에서 보나 한결같아야 한다. 앞에서 보면 장미 뒤에서 보면 가시와 같은 것은 이미 우정이 아니다.,룩카드,우정
1635,"후회의 씨앗은 젊었을 때 즐거움으로 뿌려지지만, 늙었을 때 괴로움으로 거둬들이게 된다.",찰스 칼렙 콜튼,"후회, 즐거움, 젊음, 노인, 인생살이"
1636,"은혜를 베풀었다면 보답을 바라지 말고, 남에게 주었다면 후회하지 말라.",명심보감,"은혜, 보답"
1637,인생에서 가장 쓸데없는 것이 탄식이다. 무엇을 얻을까 눈을 두리번거리기 전에 먼저 탄식을 버려라.,세네카,"인생, 탄식"
1638,인민은 새로운 정부를 조직할 권리를 갖는다.,미국의 독립 선언,"국민, 인민, 정부"
1639,"세상에는 과거의 행위에 대하여 후회하는 사람이 많으나, 그보다도 오히려 해야 할 일을 하지 않은 행위에 대해 후회함이 옳다. 인생의 마지막에 가서 해야할 일을 하지 않은 후회야말로 우리를 비탄과 절망의 심연에 빠지게 한다. `했더라면`보다 `했지`가 많아지도록 하자. 어떠한 경우라도 비탄과 절망에 빠지지 말자. 끝까지 최선을 다하고 겸허히 평가를 기다리자.",브라우닝,"인생살이, 후회"
1640,만성적인 후회는 가장 해롭다. 잘못한 일이 있으면 회개하자. 그리고 고칠 수 있는 일이면 고치자. 다음에는 그런 일이 없도록 노력하자. 잘못한 일을 언제까지 후회만 하고 있을 수는 없지 않은가. 빨리 몸과 맘을 씻고 새 아침의 들녘을 달리자.,A. L. 헉슬리,후회
1641,"벌써 될 대로 되어버렸다. 즉, 돌이킬 수 없는 불행한 사고 후에 이렇게 되지 않고도 끝날 수 있었다느니, 조금만 주의했더라면 방책이 있었을 거라느니 등등의 생각에 몸과 맘을 태워서는 안 된다. 이와 같은 생각이야말로 참을 수 없을 정도로 고통을 크게 할뿐이다. 그 결과는 비관 속에 파묻히는 것으로 끝나고 만다. 그러므로, 이미 바꿀 수 없는 과거의 불행한 사고는 빨리 잊도록 하자. 오히려 그것을 디딤돌로 하여 더 멀리 뛰자.",쇼펜하우어,"후회, 과거"
1642,평범한 일을 매일 평범한 마음으로 실행할 수 있는 것이 비범인 것이다.,앙드레 지드,"비범, 일(work)"
1643,"배부른 다음에 먹을 것을 생각하면 맛이 좋고 나쁘고의 구별이 사라지고, 방사(房事) 후에 음사(淫事)를 생각하면 남녀의 관념조차 끊어진다. 그러므로 사후에 뉘우치는 어리석음을 범하지 않도록 일하기 전에 항상 깨치면 본성이 안정되어 움직여도 바르지 않을 것이 없으리라.",채근담,인생살이
1644,"세상은 세 가지의 술로 구분된다. 학술, 사교술 그리고 처세술이다. 이중에서 처세술이 으뜸이다.",아나톨 프랑스,처세술
1645,하나님 외에는 그 누구도 그 무엇도 두려워 할 필요는 없다.,간디,"두려움, 신(god), 두려움"
1646,"인생이라는 말이 마음속에 불러일으키는 막막한 예감을 제외한다면, 나는 인생에 대해 아는 것이라곤 아무것도 없다.",토마스 만,인생
1647,"너의 꾀함이 현명하지 못하면 나중에 후회한들 어찌 미치며, 너의 생각이 착하지 못하면 가르친들 무슨 보탬이 있으랴? 이욕의 마음만을 오로지 가진다면 도에 어긋나고, 사(私)를 위하는 마음이 굳으면 공적인 일을 망친다.",명심보감,인생살이
1648,인생은 싸움이며 또한 지나가는 나그네의 임시 숙소이다.,아우렐리우스,인생
1649,"정직, 친절, 우정 등과 같은 보편적인 도덕을 굳게 지키는 사람이야말로 참으로 위대한 사람이다.",아나톨 프랑스,"도덕, 사람"
1650,두 사람간의 우정에는 한 사람의 인내가 필요하다.,영국 속담,"우정, 인내"
1651,"인간이야말로 인간에게 가장 흥미있는 것이며, 아마도 인간만이 인간에게 흥미를 일으키게 할 것이다.",괴테,"인간, 흥미"
1652,친구와의 우정에서는 파렴치한 일을 요구해서는 안된다. 또한 그러한 요구를 받았을 경우에도 이것을 분명하게 거부해야 한다.,키케르,"친구, 우정"
1653,"우리가 찬양하는 것은 가난이 아니라, 가난해도 천해지지 않고 굴복하지 않는 인간이다.",세네카,"가난, 인간"
1654,우정은 순간이 피는 꽃이며 시간이 맺게 하는 일이다.,코체부,우정
1655,"인생은 매우 멋지지만, 그것으로는 부족하다. 인생에 무엇인가를 주는 것이 예술이다.",아누이,"인생, 예술"
1656,가장 아름다운 작품은 광기가 발동시켜 이성이 쓰는 것이다.,지드,작품
1657,"태양이 꽃을 물들이듯, 예술은 인생을 물들인다.",러버크,예술
1658,"술잔은 비록 적은 것이나, 술잔에 빠져 죽은 자가 깊은 물에 빠져 죽는 자보다 수없이 많은 것이다.",사이러스,"술(alcohol), 음주"
1659,새로운 예술가란 잠재의식에다가 구멍을 뚫어놓고 거기에서 낚시질을 하는 사람이다.,로버트 비버리 헤일,예술가
1660,예술가란 도작자(盜作者)가 아니면 혁명가이다.,고 간,예술가
1661,결코 예술이 대중성을 띠도록 노력해서는 안된다. 대중 스스로 예술적이 되도록 노력해야 한다.,와일드,"예술, 대중성"
1662,지혜가 깊을수록 지혜의 모가 들어나지 않는다. 잘된 예술품일수록 기교가 드러나지 않는다.,밀레,"지혜, 예술품, 예술작품"
1663,"첫째 술잔은 갈증을 낫게 하고, 둘째 술잔은 영양이 되고, 세째 잔은 유쾌한 기분을 준다. 그러나 네째 잔에 가서는 사람을 미치광이로 만든다.",영국 속담,"술(alcohol), 음주"
1664,예술작품은 신과 예술가와의 합작이다. 또한 예술가가 하는 일이 적으면 적을수록 좋은 결과가 나타난다.,지드,"예술작품, 신(god), 예술가"
1665,좋은 책을 읽는 것은 과거 몇 세기의 가장 훌륭한 사람들과 이야기를 나누는 것과 같다.,르네 데카르트,"독서, 책(book)"
1666,큰 도서관은 인류의 일기장과 같다.,도슨,도서관
1667,칼로 물을 베면 다시 흘러가고 잔을 들어 술을 마시면 근심이 더욱 깊어진다.,이태백,"술(alcohol), 음주"
1668,그는 자신의 독창성을 크게 비약시키기 위하여 독서를 완전히 중단하고 말았다.,찰즈 램,"독창성, 독서"
1669,"불태우기 가장 좋은 것은 늙은 나무, 마시는 데에는 오래된 술, 신뢰할 수 있는 것은 오랜 친구, 읽는 데는 오래된 저서.",F. 베이컨,"술(alcohol), 친구, 책(book)"
1670,모든 예술 작품은 그것이 문학이든 음악이든 그림이든 건축이든 항상 그 자신의 초상화이다.,버틀러,예술작품
1671,처음에는 사람이 술을 마시고 나중에는 술이 사람을 마신다.,한국 속담,"술(alcohol), 음주"
1672,"예술을 위한 예술도 아름답지만, 발전을 위한 예술은 더욱 가치가 있다.",위고,"예술, 아름다움, 진보"
1673,"정원은 꽃으로, 집은 책으로 가득 채우라.",앤드루 랭,"꽃, 책(book)"
1674,음악은 정신 속에서 일상생활의 먼지를 소제(掃除)해 준다.,바흐,음악
